id,familia,subfamilia,codigo,marca,tipo,lado,descripcion,precio,stock,proveedor,fecha_actualizacion
218,Transmision,Homocineticas,VKJA2610A,SKF,,,R 12,47000,2,,2026-05-21
219,Transmision,Homocineticas,VKJA2611A,SKF,,,R 12,41000,1,,2026-05-21
220,Refrigeracion,Bombas de Agua,BA 434,VMG,,,"CLIO, MEGANE 1.6 16 V",33000,1,,2026-05-23
221,Refrigeracion,Bombas de Agua,BA1076,VMG,,,"GOL, GACEL, SENDA 1.6 1.8 2.0 FORD",23500,1,,2026-05-23
222,Refrigeracion,Bombas de Agua,BA419,VMG,,,"FIESTA 1.6 8V, KA 1.0 1.6 8V",27500,1,,2026-05-23
223,Refrigeracion,Bombas de Agua,BA4422,VMG,,,"FIAT 1.4i 8v, 1.3i 8v",27000,1,,2026-05-23
224,Refrigeracion,Bombas de Agua,E202762/1,EUGA,,,"GOLF 1.6, GOL 1.6, POLO 1.0 TDI",24000,1,,2026-05-23
225,Refrigeracion,Bombas de Agua,HD2707,HELIODINO,,,505 MOTOR 2000,47000,1,,2026-05-23
226,Refrigeracion,Bombas de Agua,HD2810,HELIODINO,,,"ASTRA VECTRA 2,0",42000,1,,2026-05-23
227,Refrigeracion,Bombas de Agua,VKPC81210A,SKF,,,GOL 1000MI 8V 95 POLO 1.4 1.6,33000,2,,2026-05-23
228,Rodamientos,Rodamientos,110487,NBC,,,"R DEL, AGILE, ASTRA, CELTA, CLASSIC, CORSA",14000,1,,2026-07-06
229,Rodamientos,Rodamientos,12G-88128TN9/GJN,SKF,,,R TRAS F100,48000,2,CENTRO DE RODAMIENTO,2026-05-25
230,Rodamientos,Rodamientos,30204,KZ,,,R TRAS R12,2500,5,CENTRO DE RODAMIENTO,2026-05-25
231,Rodamientos,Rodamientos,30205,KZ,,,R TRAS INT R12,2500,4,CENTRO DE RODAMIENTO,2026-05-25
232,Rodamientos,Rodamientos,309726-BAH-0092,CRD,,,"R DEL AVEO, SONIC, VECTRA",12000,3,CENTRO DE RODAMIENTO,2026-05-25
233,Rodamientos,Rodamientos,329013,FMB,,,"R  TRASERA FORD ESCOPORT, FIESTA",3500,9,CENTRO DE RODAMIENTO,2026-05-25
234,Rodamientos,Rodamientos,6202-2RSH/C3,SKF,,,RODAMIENTO ALTERNADOR,4000,2,CENTRO DE RODAMIENTO,2026-05-25
235,Rodamientos,Rodamientos,6202-2RSH/C3,ZNL,,,RODAMIENTO ALTERNADOR,2500,10,CENTRO DE RODAMIENTO,2026-05-25
236,Rodamientos,Rodamientos,6203-2RSH/C3,SKF,,,RODAMIENTO ALTERNADOR,4000,3,CENTRO DE RODAMIENTO,2026-05-25
237,Rodamientos,Rodamientos,62032RSC3,KZ,,,"ROD ALTERNADOR R12,  R11",2500,2,CENTRO DE RODAMIENTO,2026-05-25
238,Rodamientos,Rodamientos,6207NVP,ZNL,,,R DEL R12,9000,3,CENTRO DE RODAMIENTO,2026-05-25
239,Rodamientos,Rodamientos,800179 B=800172,CRD,,,KIT ROD RUEDA TRASERA C/ABS  MAZA,63000,1,MERCADO LIBRE,2026-05-25
240,Rodamientos,Rodamientos,803775,CRD,,,"R DEL CORSA, ASTRA, CORSA 2, MERIVA",12500,7,CENTRO DE RODAMIENTO,2026-06-01
241,Rodamientos,Rodamientos,88128/R,CRD,,,R TRAS F100,8500,1,CENTRO DE RODAMIENTO,2026-05-25
242,Rodamientos,Rodamientos,88128C/S,CRD,,,R TRAS F100,8500,1,CENTRO DE RODAMIENTO,2026-05-25
243,Rodamientos,Rodamientos,ACRR02M,CILBRAKE,,,RUEDA DEL CHEV / SUZUKI,12000,1,CENTRO DE RODAMIENTO,2026-05-25
244,Rodamientos,Rodamientos,ANB12,NBC,,,R DEL R12,9000,8,CENTRO DE RODAMIENTO,2026-05-25
245,Rodamientos,Rodamientos,BA2B-633265,CRD,,,"R TRAS + MAZA 128, 147, FIORINO, PALIO, UNO",27000,3,CENTRO DE RODAMIENTO,2026-05-25
246,Rodamientos,Rodamientos,BAH-0015=633676,CRD,,,"R DEL GRAN SIENA, PALIO, PUNTO, UNO",13000,1,CENTRO DE RODAMIENTO,2026-05-25
247,Rodamientos,Rodamientos,BAH-0036,CRD,,,R DEL ASTRA,15000,1,CENTRO DE RODAMIENTO,2026-06-11
248,Rodamientos,Rodamientos,BAH-0053 ADX,CRD,,,"RUEDA DEL FIORINO, IDEA, LINEA, PUNTO, QUBO, STILO CON ABS",20000,1,,2026-07-06
249,Rodamientos,Rodamientos,BAH-0055 AAX,CRD,,,"CRONOS, GRAN SIENA, IDEA, LINEA, PALIO, STRADA CON ABS",18000,1,,2026-07-06
250,Rodamientos,Rodamientos,BAH-0064AXX,CRD,,,"R DEL GRAN SIENA, MOBI, PALIO, STILO, UNO CON ABS",15000,3,CENTRO DE RODAMIENTO,2026-05-25
251,Rodamientos,Rodamientos,BAH-0094,CRD,,,"R DEL SIN ABS R9, 19, CLIO, CLIO II, MEGANE, KANGOO",13000,1,CENTRO DE RODAMIENTO,2026-06-01
252,Rodamientos,Rodamientos,BAH-0106DX,CRD,,,"R DEL GOL, VOYAGE, TREND, SAVEIRO",20000,6,CENTRO DE RODAMIENTO,2026-06-11
253,Rodamientos,Rodamientos,BAH-0106DX,CRD,,,"R DEL ECOSPORT, FIESTA, FOCUS, KA  C/ABS",18000,0,CENTRO DE RODAMIENTO,2026-05-25
254,Rodamientos,Rodamientos,BAH-0206,SKF,,,"FORD KA, ECOSPORT",40000,1,,2026-06-01
255,Rodamientos,Rodamientos,BAHB-311315,CRD,,,"R DEL GACEL, GOL, TREND, SAVEIRO, VOYAGE",12000,5,CENTRO DE RODAMIENTO,2026-05-25
256,Rodamientos,Rodamientos,BAHB-311396,CRD,,,"R TRASERA FOX, GACEL, GOL, POLO",13000,11,CENTRO DE RODAMIENTO,2026-05-25
257,Rodamientos,Rodamientos,BAHB-633967,CRD,,,"R DEL UNO, SPAZIO, SIENA, PALIO",11000,10,CENTRO DE RODAMIENTO,2026-05-25
258,Rodamientos,Rodamientos,BAHB-636114A,CRD,,,"R DEL AGILE, ASTRA, VECTRA, CLASSIC",11500,7,CENTRO DE RODAMIENTO,2026-05-25
259,Rodamientos,Rodamientos,BTH-1206D,CRD,,,"R TRAS ECOSPORT, FIESTA, FOCUS, KA",9500,2,CENTRO DE RODAMIENTO,2026-05-25
260,Rodamientos,Rodamientos,F-110731,CRD,,,"R DEL DUNA, FIORINO, PALIO, SIENA, UNO",9000,1,CENTRO DE RODAMIENTO,2026-05-25
261,Rodamientos,Rodamientos,F-801191-09,CRD,,,"MAZA RUEDA TRAS, FOX, CROS, SURAN, GOL, TREND",58000,1,,2026-06-11
262,Rodamientos,Rodamientos,F-89628,CRD,,,ROD VARIOS  DUNA,8000,1,CENTRO DE RODAMIENTO,2026-05-25
263,Rodamientos,Rodamientos,F110165-1,CRD,,,ROD SEMIEJE,9000,4,CENTRO DE RODAMIENTO,2026-05-25
264,Rodamientos,Rodamientos,FC-12025,CRD,,,"R TRAS CLIO, KANGOO,  LOGAN, MEGANE",8500,6,CENTRO DE RODAMIENTO,2026-05-25
265,Rodamientos,Rodamientos,FC-12033,CRD,,,"R DEL R11, 19, 9, CLIO, CLIO II, KANGOO, TWINGO",11500,5,CENTRO DE RODAMIENTO,2026-05-25
266,Rodamientos,Rodamientos,FC-40650,CRD,,,"ROD EJE RUEDA TRA CORSA II, MERIVA",11000,2,CENTRO DE RODAMIENTO,2026-05-25
267,Rodamientos,Rodamientos,FC-40650,CRD,,,"R TRAS CORSA, CORSA II, MONTANA",11000,0,CENTRO DE RODAMIENTO,2026-05-25
268,Rodamientos,Rodamientos,FC-896298-1,CRD,,,"R SEMI EJE  CLIO, 9, 11, 19, 21, KANGOO, MEGANE",9000,2,CENTRO DE RODAMIENTO,2026-05-25
269,Rodamientos,Rodamientos,GB-12258,CRD,,,"R DEL DOBLO, DUNA, FIORINO, IDEA, PALIO",13000,2,CENTRO DE RODAMIENTO,2026-05-25
270,Rodamientos,Rodamientos,GB-12258=GB-12807,CRD,,,"R TRASE R11,  19, 9, CLIO, CLIO II, KANGOO",13000,4,CENTRO DE RODAMIENTO,2026-05-25
271,Rodamientos,Rodamientos,JL68145/68111Z,URB,,,"R DEL ESCORT, FIESTA, SIERRA",7500,4,CENTRO DE RODAMIENTO,2026-05-25
272,Rodamientos,Rodamientos,KIT-1149,CRD,,,R DEL F 100 68/73,22000,2,CENTRO DE RODAMIENTO,2026-05-25
273,Rodamientos,Rodamientos,KIT-1229,CRD,,,R DEL  F 100 73/92,23000,1,CENTRO DE RODAMIENTO,2026-05-25
274,Rodamientos,Rodamientos,KIT32007,CRD,,,R TRAS,16000,2,PRECIO SUJERIDO TIO,2026-05-25
275,Rodamientos,Rodamientos,KIT4544,CRD,,,"R DEL, AGILE, CLASSIC, CORSA, SPRIT",10000,5,CENTRO DE RODAMIENTO,2026-05-25
276,Rodamientos,Rodamientos,SET-10,CRD,,,"KIT RUED TRASERA F100, F150, RANGER NUEVA",14000,2,CENTRO DE RODAMIENTO,2026-06-01
277,Rodamientos,Rodamientos,SET-9,CRD,,,"R TRASERA FORD FALCON, RANGER",11500,1,CENTRO DE RODAMIENTO,2026-06-01
278,Rodamientos,Rodamientos,SET80,CRD,,,"R TRAS F 100, FORD RANGER",14000,1,CENTRO DE RODAMIENTO,2026-05-25
279,Rodamientos,Rodamientos,TGB10872,CRD,,,"R DEL R18, R21, SPORT",30500,1,CENTRO DE RODAMIENTO,2026-05-25
280,Rodamientos,Rodamientos,VKBA 3577,SKF,,,"R DEL ABS CRONOS, ARGO, GRAN SIENA, FIORIONO",35000,1,,2026-06-01
281,Rodamientos,Rodamientos,VKBA 6682,CRD,,,"RUED DEL OROCH, FLUENCE CON ABS",27000,1,,2026-07-06
282,Rodamientos,Rodamientos,VKBA-6502,CRD,,,"RUEDA DEL PALIO, SIENA, STRADA, WEKEN, 14¨CON ABS",22000,1,,2026-07-06
283,Rodamientos,Rodamientos,VKBA-6720=F-563644,CRD,,,"R DEL C/ ABS AGILE, CLASSIC, PRISMA",22000,1,CENTRO DE RODAMIENTO,2026-05-25
284,Rodamientos,Rodamientos,VKBA-6767=BAF-0175,CRD,,,"MAZA RUEDA TRAS, FOX, CROS, SURAN, GOL, TREND",45000,2,,2026-06-11
285,Rodamientos,Rodamientos,VKBA3577,SKF,,,"R TRAS CRONOS, MOBI, GRAN SIENA, NOVO",50000,2,CENTRO DE RODAMIENTO,2026-06-11
286,Rodamientos,Rodamientos,VKBA4544,SKF,,,"R DEL, AGILE, CLASSIC, CORSA, SPRIT",23000,1,CENTRO DE RODAMIENTO,2026-05-25
287,Rodamientos,Rodamientos,VKBA4549A,SKF,,,"R TRASERA GOL, TREND, SENDA, SAVEIRO",25000,2,PRECIO SUJERIDO TIO,2026-05-25
288,Rodamientos,Rodamientos,VKBA4549A,CRD,,,"R TRASERA GOL, TREND, SENDA, SAVEIRO",10000,1,PRECIO SUJERIDO TIO,2026-05-25
289,Filtros,Aceite,19347724,ACEDELCO,ACEITE,,"GOL, SAVEIRO, FOX, SURAN 1.6",2500,1,GRUPO AUTOPARTES,2026-05-29
290,Filtros,Aceite,JFO0211,WEGA,ACEITE,,TOYOTA HILUX 3.0,5500,1,GRUPO AUTOPARTES,2026-05-29
291,Filtros,Aceite,JFO0410,WEGA,ACEITE,,"HONDA CIVIC 1.7, 1.5",6000,1,GRUPO AUTOPARTES,2026-05-29
292,Filtros,Aceite,OB3332,BOSCH,ACEITE,,CLIO DUSTER KANGOO SENDERO,3000,3,GRUPO AUTOPARTES,2026-05-29
293,Filtros,Aceite,OC 333,MAHLE,ACEITE,,GOL POWER 1.6,3000,1,MERCADO LIBRE,2026-05-29
294,Filtros,Aceite,OC 59,MAHLE,ACEITE,,VW GOL 2.0 1.9,4000,1,MERCADO LIBRE,2026-05-29
295,Filtros,Aceite,OC 90,MAHLE,ACEITE,,CORSA AGILE 1.4 1.6,3000,5,MERCADO LIBRE,2026-05-29
296,Filtros,Aceite,W1323,MANN,ACEITE,,CHEV S10,10000,1,GRUPO AUTOPARTES,2026-05-29
297,Filtros,Aceite,W610/3,MANN,ACEITE,,"CORSA 1.7,  FIAT IDEA 1.4 FIRE, PALIO 1.4",3000,2,GRUPO AUTOPARTES,2026-05-29
298,Filtros,Aceite,W711/80,MANN,ACEITE,,TOYOTA HILUX 3.0,6000,2,GRUPO AUTOPARTES,2026-05-29
299,Filtros,Aceite,W712/22,MANN,ACEITE,,VW GOL 2.0 1.9,5000,3,GRUPO AUTOPARTES,2026-05-29
300,Filtros,Aceite,W712/8,MANN,ACEITE,,"PEUGEOT 307 1.6, 206 1.4, BERLINGO 1.4",9000,1,GRUPO AUTOPARTES,2026-05-29
301,Filtros,Aceite,W713/4,MANN,ACEITE,,"FIAT UNO 1.1, R 12, R11, TARAFIC",8000,1,GRUPO AUTOPARTES,2026-05-29
302,Filtros,Aceite,W719/5,MANN,ACEITE,,GOL 1.6,4000,1,GRUPO AUTOPARTES,2026-05-29
303,Filtros,Aceite,W920/32,MANN,ACEITE,,FOCUS,5000,1,GRUPO AUTOPARTES,2026-05-29
304,Filtros,Aceite,W940,MANN,ACEITE,,VW GOL 2.0 1.9,6000,1,GRUPO AUTOPARTES,2026-05-29
305,Filtros,Aceite,WO120,WEGA,ACEITE,,"CORSA 1.7,  FIAT IDEA 1.4 FIRE, PALIO 1.4",3000,1,GRUPO AUTOPARTES,2026-05-29
306,Filtros,Aceite,WO121,WEGA,ACEITE,,"FIAT STRADA 1.0, UNO 1.3 ARGO 1.8 ETORQ",4000,3,GRUPO AUTOPARTES,2026-05-29
307,Filtros,Aceite,WO130,WEGA,ACEITE,,"SUZUKI FUN 1.4, CHEV S10 2.2",2500,4,GRUPO AUTOPARTES,2026-05-29
308,Filtros,Aceite,WO200,WEGA,ACEITE,,RENAULT MEGANE KANGOO SENIC 2.0,2500,1,GRUPO AUTOPARTES,2026-05-29
309,Filtros,Aceite,WO205,WEGA,ACEITE,,"RENAULT CLIO, KANGO 1.2, TWINGO 1.2",4000,8,GRUPO AUTOPARTES,2026-05-29
310,Filtros,Aceite,WO280,WEGA,ACEITE,,"FORD F100, CHEV AVEO 1.6",11500,1,GRUPO AUTOPARTES,2026-05-29
311,Filtros,Aceite,WO340,WEGA,ACEITE,,"VW FOX 1.6 AUDI, CHEV AVEO 1.6",3000,7,GRUPO AUTOPARTES,2026-05-29
312,Filtros,Aceite,WO370,WEGA,ACEITE,,VW GOL 2.0 1.9,4500,6,GRUPO AUTOPARTES,2026-05-29
313,Filtros,Aceite,WO390,WEGA,ACEITE,,FIAT TIPO 1.6 8V 16 V,5000,2,GRUPO AUTOPARTES,2026-07-01
314,Filtros,Aceite,WO430,WEGA,ACEITE,,"FIAT UNO 1.1, R 12, R11, TARAFIC",7500,9,GRUPO AUTOPARTES,2026-05-29
315,Filtros,Aceite,WO460,WEGA,ACEITE,,FIAT UNO FIRE 1.3,12000,1,GRUPO AUTOPARTES,2026-07-01
316,Filtros,Aceite,WOE130,WEGA,ACEITE,,FORD RANGER 3.0,8500,1,GRUPO AUTOPARTES,2026-05-29
317,Filtros,Aceite,WOE640,WEGA,ACEITE,,VW PASSAT 2.0 AUDI,7500,1,GRUPO AUTOPARTES,2026-05-29
318,Filtros,Aceite,WOE700,WEGA,ACEITE,,"PEUGEOT 307 1.6, 206 1.4, BERLINGO 1.4",8500,11,GRUPO AUTOPARTES,2026-05-29
319,Filtros,Aceite,WOE710,WEGA,ACEITE,,"PEUGEOT 207, 206, 307, C4",2500,8,GRUPO AUTOPARTES,2026-05-29
320,Filtros,Aceite,WOE912,WEGA,ACEITE,,FIAT PUNTO IDEA STRADA 1.6 ETORQ,8500,5,GRUPO AUTOPARTES,2026-05-29
321,Filtros,Aire,19347742,ACDELCO,AIRE,,CHEV AGILE 1.4,2500,3,GRUPO AUTOPARTES,2026-05-29
322,Filtros,Aire,19347807,ACDELCO,AIRE,,FORD COSPORT,2500,1,GRUPO AUTOPARTES,2026-05-29
323,Filtros,Aire,5Z0129620-E,EXPOYER,AIRE,,VW GOL TREND 1.4 1.6,3000,1,GRUPO AUTOPARTES,2026-05-29
324,Filtros,Aire,C1858/2,MANN,AIRE,,"RENAULT CLIO II, KANGOO 1.6 K4M",4000,1,GRUPO AUTOPARTES,2026-05-29
325,Filtros,Aire,C23 121/2,MANN,AIRE,,FORD RANGER,9000,1,GRUPO AUTOPARTES,2026-05-29
326,Filtros,Aire,C23107,MANN,AIRE,,TOYOTA HILUX 2.4 2.8,8000,1,GRUPO AUTOPARTES,2026-05-29
327,Filtros,Aire,FAP1002,WEGA,AIRE,,HONDA,3500,4,GRUPO AUTOPARTES,2026-05-29
328,Filtros,Aire,FAP2269,WEGA,AIRE,,"CHEV- SONIC 1.6, SPIN 1.8, COBALT 1.4",3200,3,GRUPO AUTOPARTES,2026-05-29
329,Filtros,Aire,FAP2827,WEGA,AIRE,,"CHEV CORSA 1.4, CORSA 1.6",2500,1,GRUPO AUTOPARTES,2026-05-29
330,Filtros,Aire,FAP2831,WEGA,AIRE,,"FIAT PALIO FIRE 8V 1.4, 1.6 16V",5000,2,GRUPO AUTOPARTES,2026-07-01
331,Filtros,Aire,FAP3269,WEGA,AIRE,,CHEV PRISMA,5000,2,GRUPO AUTOPARTES,2026-07-01
332,Filtros,Aire,FAP3280,WEGA,AIRE,,"CHEV MERIVA, CORSA 1.7 MONTANA 1.7",8000,1,GRUPO AUTOPARTES,2026-05-29
333,Filtros,Aire,FAP3602,WEGA,AIRE,,VW GOL TREND 1.4 1.6,5000,2,GRUPO AUTOPARTES,2026-06-19
334,Filtros,Aire,FAP3602,WEGA,AIRE,,VW GOL POWER 1.6 8V,5000,2,GRUPO AUTOPARTES,2026-07-01
335,Filtros,Aire,FAP4033,WEGA,AIRE,,"FIAT DUNA, UNO, IDEA 1.6 TIPO",4000,3,GRUPO AUTOPARTES,2026-05-29
336,Filtros,Aire,FAP4034,WEGA,AIRE,,"VW AUDI GOL, PAINTER 1.6, FOR ESCORT1.6",7000,1,GRUPO AUTOPARTES,2026-05-29
337,Filtros,Aire,FAP4035,WEGA,AIRE,,FIAT TIPO 1.6 8V 16V,12000,2,GRUPO AUTOPARTES,2026-07-01
338,Filtros,Aire,FAP4054/2,WEGA,AIRE,,"PEUGEOT 307 1.6, C4 1.6",6500,1,GRUPO AUTOPARTES,2026-05-29
339,Filtros,Aire,FAP4872/1,WEGA,AIRE,,RENAULT CLIO II 1.2,5000,5,GRUPO AUTOPARTES,2026-05-29
340,Filtros,Aire,FAP4873,WEGA,AIRE,,"CITROEN BERLINGO 1.6, C3 1.6",3000,1,GRUPO AUTOPARTES,2026-05-29
341,Filtros,Aire,FAP4878/1,WEGA,AIRE,,"RENAULT LOGAN, SANDERO 1.6",5500,4,GRUPO AUTOPARTES,2026-06-11
342,Filtros,Aire,FAP7007,WEGA,AIRE,,"VW GOL 1.6 AUDI, VOYAGE 1.6, TREND 1.6",4000,5,GRUPO AUTOPARTES,2026-05-29
343,Filtros,Aire,FAP7007,WEGA,AIRE,,VW TREND 1.6,5000,2,GRUPO AUTOPARTES,2026-07-01
344,Filtros,Aire,FAP9002,WEGA,AIRE,,FORD RANGER,11500,2,GRUPO AUTOPARTES,2026-05-29
345,Filtros,Aire,FAP9003,WEGA,AIRE,,FORD RANGER 2.5,11500,4,GRUPO AUTOPARTES,2026-05-29
346,Filtros,Aire,FAP9015,WEGA,AIRE,,FIAT PUNTO 1.8,14500,1,GRUPO AUTOPARTES,2026-05-29
347,Filtros,Aire,FAP9121,WEGA,AIRE,,FIAT PALIO 1.6 16V ETORQ,8000,2,GRUPO AUTOPARTES,2026-07-01
348,Filtros,Aire,FAP9121,MOPAR,AIRE,,FIAT PALIO 1.6 ETORQ,5000,1,GRUPO AUTOPARTES,2026-05-29
349,Filtros,Aire,FAP9273,WEGA,AIRE,,"RENAULT CLIO II, KANGOO 1.6 K4M",3500,1,GRUPO AUTOPARTES,2026-05-29
350,Filtros,Aire,FAP9299,WEGA,AIRE,,"RENAULT SANDERO, DUSTER OROCH 2.0",9000,1,GRUPO AUTOPARTES,2026-05-29
351,Filtros,Aire,JFA0282,WEGA,AIRE,,TOYOTA HILUX 2.4 2.8,11000,1,GRUPO AUTOPARTES,2026-05-29
352,Filtros,Aire,JFA602,WEGA,AIRE,,CHEV AVEO 2008,18000,1,GRUPO AUTOPARTES,2026-05-29
353,Filtros,Aire,WR198,WEGA,AIRE,,FORD RANGER 3.0,17000,1,GRUPO AUTOPARTES,2026-05-29
354,Filtros,Aire,WR201,WEGA,AIRE,,"VW GALAXY 1.6 1.8, GOL 1.0, GOL 1.6 AUDI",8500,1,GRUPO AUTOPARTES,2026-05-29
355,Filtros,Aire,WR201,WEGA,AIRE,,TRACTOR,11000,2,GRUPO AUTOPARTES,2026-05-29
356,Filtros,Aire,WR245,WEGA,AIRE,,RENAULT LOGAN 1.6 K4M,7500,2,GRUPO AUTOPARTES,2026-05-29
357,Filtros,Aire,WR275,WEGA,AIRE,,RENAULT 19,12000,2,GRUPO AUTOPARTES,2026-07-01
358,Filtros,Combustible,19347709,ACDELCO,COMBUSTIBLE,,"VW GOL 1.0 1.6, AUDI, GOL TREND, FOX",3000,1,MERCADO LIBRE,2026-06-01
359,Filtros,Combustible,19347797,ACDELCO,COMBUSTIBLE,,,3000,2,MERCADO LIBRE,2026-06-01
360,Filtros,Combustible,FCD0754,WEGA,COMBUSTIBLE,,RANAULT KANGOO,9000,1,GRUPO AUTOPARTES,2026-06-01
361,Filtros,Combustible,FCD2061,WEGA,COMBUSTIBLE,,FORD RANGER  3.0,18000,1,GRUPO AUTOPARTES,2026-06-01
362,Filtros,Combustible,FCD2068,WEGA,COMBUSTIBLE,,VW GOLF 1.9,18000,1,GRUPO AUTOPARTES,2026-06-01
363,Filtros,Combustible,FCI1105,WEGA,COMBUSTIBLE,,"CHEV CORSA 1.2 1.4 1.6, MONTANA",7500,1,GRUPO AUTOPARTES,2026-06-01
364,Filtros,Combustible,FCI1600,WEGA,COMBUSTIBLE,,FIAT PALIO SIENA UNO 1.3 1.5 1.0,4000,1,GRUPO AUTOPARTES,2026-06-01
365,Filtros,Combustible,FCI1610,WEGA,COMBUSTIBLE,,FIAT PALIO SIENA UNO 1.3 1.5 1.0,9000,3,GRUPO AUTOPARTES,2026-06-01
366,Filtros,Combustible,FCI1620,WEGA,COMBUSTIBLE,,"VW GOL 1.0 1.6, AUDI, GOL TREND, FOX",3500,2,GRUPO AUTOPARTES,2026-06-01
367,Filtros,Combustible,FCI1630,WEGA,COMBUSTIBLE,,"PEUGEOT 307, 407, 206. 306",3000,2,GRUPO AUTOPARTES,2026-06-01
368,Filtros,Combustible,FCI1660,WEGA,COMBUSTIBLE,,"SUSUKI FUN, CHEV CORSA 1.4 1.6 1.0",3200,2,GRUPO AUTOPARTES,2026-06-01
369,Filtros,Combustible,GB0018,BOSH,COMBUSTIBLE,,CHEV CORSA ASTRA  KANGOO LONGA,5000,4,MERCADO LIBRE,2026-06-01
370,Filtros,Combustible,JFC207/3,WEGA,COMBUSTIBLE,,TOYOTA HILUX 2.4 2.8,13000,1,GRUPO AUTOPARTES,2026-06-01
371,Filtros,Combustible,JFC383,WEGA,COMBUSTIBLE,,CHEV AVEO 1.6,9500,1,GRUPO AUTOPARTES,2026-06-01
372,Filtros,Combustible,PU835X,MANN,COMBUSTIBLE,,TOYOTA HILUX 2.5 16V,10000,3,GRUPO AUTOPARTES,2026-06-01
373,Filtros,Combustible,PU922X,MANN,COMBUSTIBLE,,CITROEN,10000,1,GRUPO AUTOPARTES,2026-06-01
374,Filtros,Combustible,WK1162,MANN,COMBUSTIBLE,,IVECO CAMION,16000,1,GRUPO AUTOPARTES,2026-06-01
375,Filtros,Combustible,WK58/3,MANN,COMBUSTIBLE,,"PEUGEOT 307, 407, 206. 306 CLIO II K4M",4000,1,GRUPO AUTOPARTES,2026-06-01
376,Filtros,Combustible,WK612/7,MANN,COMBUSTIBLE,,FOR ECOSPORT 2.0 FIESTA 1.6,5500,1,GRUPO AUTOPARTES,2026-06-01
377,Filtros,Combustible,WK613/3,MANN,COMBUSTIBLE,,"VW GOL 1.0 1.6, AUDI, GOL TREND, FOX",4000,2,GRUPO AUTOPARTES,2026-06-01
378,Filtros,Combustible,WK8034,WIX,COMBUSTIBLE,,"PEUGEOT 307, 407, 206. 306",3000,1,GRUPO AUTOPARTES,2026-06-01
379,Filtros,Combustible,WK940/35,MANN,COMBUSTIBLE,,CHEV S10,18000,1,GRUPO AUTOPARTES,2026-06-01
380,Tren Delantero,Axial,2138,APEX,AXIAL,D/I,"LOGAN, SANDERO 07",15000,1,,2026-06-30
381,Tren Delantero,Axial,2228,APEX,AXIAL,D/I,"FOX 03/06, SURAN 06, GOL",14000,4,,2026-06-30
382,Tren Delantero,Axial,2229,APEX,AXIAL,D/I,"GOL, VOYAGE, CROSS FOX, GOL TREND",14000,2,,2026-06-30
383,Tren Delantero,Axial,2291,APEX,AXIAL,D/I,INDALMEG,18000,2,,2026-06-30
384,Tren Delantero,Axial,2330,APEX,AXIAL,D/I,"LOGAN, SANDERO 14",16000,1,,2026-06-30
385,Tren Delantero,Axial,2347,APEX,AXIAL,D/I,PALIO 05. IDEA,14000,2,,2026-06-30
386,Tren Delantero,Axial,2355,APEX,AXIAL,D/I,"PALIO, SIENA, STRADA 2010",16000,2,,2026-06-30
387,Tren Delantero,Axial,2606,APEX,AXIAL,D/I,CORSA WIND,14000,2,MERCADO LIBRE,2026-06-30
388,Tren Delantero,Axial,2624,APEX,AXIAL,D/I,"CORSA EVOLUTION, MONTANA, 04-07, MERIVA",16000,2,MERCADO LIBRE,2026-06-30
389,Tren Delantero,Axial,40016,TIPER,AXIAL,D/I,PARTNER,16000,2,,2026-06-30
390,Tren Delantero,Axial,40026,TIPER,AXIAL,D/I,307,16000,1,,2026-06-30
391,Tren Delantero,Axial,43028,TIPER,AXIAL,D/I,EXPLORE,16000,2,,2026-06-30
392,Tren Delantero,Axial,44008,TIPER,AXIAL,D/I,19,14000,1,,2026-06-30
393,Tren Delantero,Axial,44041,TIPER,AXIAL,D/I,"LOGAN, DUSTER, SANDERO",14000,1,,2026-06-30
394,Tren Delantero,Axial,44042,TIPER,AXIAL,D/I,TREND,14000,1,,2026-06-30
395,Tren Delantero,Axial,44141,TIPER,AXIAL,D/I,DUSTER,16000,2,,2026-06-30
396,Tren Delantero,Axial,46009,TIPER,AXIAL,D/I,"ASTRA, ZAFIRA, VECTRA",14000,2,GRUPO AUTOPARTES,2026-06-30
397,Tren Delantero,Axial,46017,TIPER,AXIAL,D/I,CORSA,14000,1,MERCADO LIBRE,2026-06-30
398,Tren Delantero,Axial,46084,TIPER,AXIAL,D/I,S10  13,18000,1,GRUPO AUTOPARTES,2026-06-30
399,Tren Delantero,Axial,B56167,THOMPSON,AXIAL,D/I,AGILE,16000,1,GRUPO AUTOPARTES,2026-06-30
400,Tren Delantero,Barra Central,4201,MC,BARRA CENTRAL,,FALCON 67-70,38000,1,,2026-06-30
401,Tren Delantero,Barra De Mando,4053,MC,BARRA DE MANDO,,SENDA GOL 86-93,32000,1,,2026-06-30
402,Tren Delantero,Bieletas,1217,VTH,BIELETAS,D/I,FIESTA 2002,15000,1,GRUPO AUTOPARTES,2026-06-30
403,Tren Delantero,Bieletas,41061,TIPER,BIELETAS,D/I,"FOX, GOL TREND",15000,3,GRUPO AUTOPARTES,2026-06-30
404,Tren Delantero,Bieletas,42058,TIPER,BIELETAS,D,IDEA AVENTURE 08,16000,1,GRUPO AUTOPARTES,2026-06-30
